url,equipo,pantalla,memoria_interna,ram,cámara_principal,cámara_frontal,batería,sistema,conectividad_celular,procesador,cpu,gpu,peso,tamaño,soporte_esim,potencia_de_carga,almacenamiento_externo,conector_de_audífonos,wi-fi,gps,nfc,bluetooth,lector_de_huellas_digitales,tienda,precio,os_categoria,liberado,camara,bateria,memoria,potencia
https://www.solotodo.cl/products/215742-bmobile-c41-dark-gray,Bmobile C41 (Dark Gray),"LCD 2.8"""" (160x128) / 60 Hz",128 MB,48 MB,Estándar 1.3 MP,N/A,1400 mAh,MTK,4G,N/A,N/A,N/A,362 g.,58 x 109 x 20 mm,No,5.0 W.,microSD,No,No,No,No,Sí,No,AbcDin,34950,MTK,sí,1.3,1400,128,5
https://www.solotodo.cl/products/215742-bmobile-c41-dark-gray,Bmobile C41 (Dark Gray),"LCD 2.8"""" (160x128) / 60 Hz",128 MB,48 MB,Estándar 1.3 MP,N/A,1400 mAh,MTK,4G,N/A,N/A,N/A,362 g.,58 x 109 x 20 mm,No,5.0 W.,microSD,No,No,No,No,Sí,No, AbcDin,39990,MTK,sí,1.3,1400,128,5
https://www.solotodo.cl/products/183579-motorola-moto-e13-64-gb-2-gb-aurora-green,Motorola Moto E13 (64 GB / 2 GB / Aurora Green),"LCD IPS 6.5"""" táctil (1600x720) / 60 Hz",64 GB,2 GB,Estándar 13.0 MP,Estándar 5.0 MP,5000 mAh,Android_Go_13,4G,Spreadtrum Tiger T606 (1600 MHz),"ARM Cortex A75 (Dual core / 1600 MHz) 
		 + ARM Cortex A55 (Hexa core / 1600 MHz)",ARM Mali G57 MP1,180 g.,75 x 164 x 9 mm,No,10.0 W.,microSD,Sí,Sí,Sí,No,Sí,No,AbcDin,59990,Android,sí,13,5000,64,10
https://www.solotodo.cl/products/183579-motorola-moto-e13-64-gb-2-gb-aurora-green,Motorola Moto E13 (64 GB / 2 GB / Aurora Green),"LCD IPS 6.5"""" táctil (1600x720) / 60 Hz",64 GB,2 GB,Estándar 13.0 MP,Estándar 5.0 MP,5000 mAh,Android_Go_13,4G,Spreadtrum Tiger T606 (1600 MHz),"ARM Cortex A75 (Dual core / 1600 MHz) 
		 + ARM Cortex A55 (Hexa core / 1600 MHz)",ARM Mali G57 MP1,180 g.,75 x 164 x 9 mm,No,10.0 W.,microSD,Sí,Sí,Sí,No,Sí,No, KDTEC,84317,Android,sí,13,5000,64,10
https://www.solotodo.cl/products/183579-motorola-moto-e13-64-gb-2-gb-aurora-green,Motorola Moto E13 (64 GB / 2 GB / Aurora Green),"LCD IPS 6.5"""" táctil (1600x720) / 60 Hz",64 GB,2 GB,Estándar 13.0 MP,Estándar 5.0 MP,5000 mAh,Android_Go_13,4G,Spreadtrum Tiger T606 (1600 MHz),"ARM Cortex A75 (Dual core / 1600 MHz) 
		 + ARM Cortex A55 (Hexa core / 1600 MHz)",ARM Mali G57 MP1,180 g.,75 x 164 x 9 mm,No,10.0 W.,microSD,Sí,Sí,Sí,No,Sí,No, TIShop,86860,Android,sí,13,5000,64,10
https://www.solotodo.cl/products/183579-motorola-moto-e13-64-gb-2-gb-aurora-green,Motorola Moto E13 (64 GB / 2 GB / Aurora Green),"LCD IPS 6.5"""" táctil (1600x720) / 60 Hz",64 GB,2 GB,Estándar 13.0 MP,Estándar 5.0 MP,5000 mAh,Android_Go_13,4G,Spreadtrum Tiger T606 (1600 MHz),"ARM Cortex A75 (Dual core / 1600 MHz) 
		 + ARM Cortex A55 (Hexa core / 1600 MHz)",ARM Mali G57 MP1,180 g.,75 x 164 x 9 mm,No,10.0 W.,microSD,Sí,Sí,Sí,No,Sí,No, SP Digital,88355,Android,sí,13,5000,64,10
https://www.solotodo.cl/products/183579-motorola-moto-e13-64-gb-2-gb-aurora-green,Motorola Moto E13 (64 GB / 2 GB / Aurora Green),"LCD IPS 6.5"""" táctil (1600x720) / 60 Hz",64 GB,2 GB,Estándar 13.0 MP,Estándar 5.0 MP,5000 mAh,Android_Go_13,4G,Spreadtrum Tiger T606 (1600 MHz),"ARM Cortex A75 (Dual core / 1600 MHz) 
		 + ARM Cortex A55 (Hexa core / 1600 MHz)",ARM Mali G57 MP1,180 g.,75 x 164 x 9 mm,No,10.0 W.,microSD,Sí,Sí,Sí,No,Sí,No, Elite Center,88591,Android,sí,13,5000,64,10
https://www.solotodo.cl/products/235468-motorola-moto-g04-128-gb-4-gb-concord-black,Motorola Moto G04 (128 GB / 4 GB / Concord Black),"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",128 GB,4 GB,Estándar 16.0 MP,Estándar 5.0 MP,5000 mAh,Android_14,4G,Spreadtrum Unisoc T606 (1600 MHz),"ARM Cortex A75 (Dual core / 1600 MHz) 
		 + ARM Cortex A55 (Hexa core / 1600 MHz)",ARM Mali G57 MP1,179 g.,75 x 164 x 8 mm,No,15.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí,AbcDin,94990,Android,sí,16,5000,128,15
https://www.solotodo.cl/products/235468-motorola-moto-g04-128-gb-4-gb-concord-black,Motorola Moto G04 (128 GB / 4 GB / Concord Black),"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",128 GB,4 GB,Estándar 16.0 MP,Estándar 5.0 MP,5000 mAh,Android_14,4G,Spreadtrum Unisoc T606 (1600 MHz),"ARM Cortex A75 (Dual core / 1600 MHz) 
		 + ARM Cortex A55 (Hexa core / 1600 MHz)",ARM Mali G57 MP1,179 g.,75 x 164 x 8 mm,No,15.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí, Hites,99990,Android,sí,16,5000,128,15
https://www.solotodo.cl/products/248505-motorola-moto-e14-64-gb-2-gb-graphite-gray,Motorola Moto E14 (64 GB / 2 GB / Graphite Gray),"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",64 GB,2 GB,Estándar 13.0 MP,Estándar 5.0 MP,5000 mAh,Android_Go_14,4G,Spreadtrum Tiger T606 (1600 MHz),"ARM Cortex A75 (Dual core / 1600 MHz) 
		 + ARM Cortex A55 (Hexa core / 1600 MHz)",ARM Mali G57 MP1,179 g.,75 x 164 x 8 mm,No,15.0 W.,microSD,Sí,Sí,Sí,No,Sí,No,Motorola Shop,69990,Android,sí,13,5000,64,15
https://www.solotodo.cl/products/248505-motorola-moto-e14-64-gb-2-gb-graphite-gray,Motorola Moto E14 (64 GB / 2 GB / Graphite Gray),"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",64 GB,2 GB,Estándar 13.0 MP,Estándar 5.0 MP,5000 mAh,Android_Go_14,4G,Spreadtrum Tiger T606 (1600 MHz),"ARM Cortex A75 (Dual core / 1600 MHz) 
		 + ARM Cortex A55 (Hexa core / 1600 MHz)",ARM Mali G57 MP1,179 g.,75 x 164 x 8 mm,No,15.0 W.,microSD,Sí,Sí,Sí,No,Sí,No, Hites,69990,Android,sí,13,5000,64,15
https://www.solotodo.cl/products/248505-motorola-moto-e14-64-gb-2-gb-graphite-gray,Motorola Moto E14 (64 GB / 2 GB / Graphite Gray),"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",64 GB,2 GB,Estándar 13.0 MP,Estándar 5.0 MP,5000 mAh,Android_Go_14,4G,Spreadtrum Tiger T606 (1600 MHz),"ARM Cortex A75 (Dual core / 1600 MHz) 
		 + ARM Cortex A55 (Hexa core / 1600 MHz)",ARM Mali G57 MP1,179 g.,75 x 164 x 8 mm,No,15.0 W.,microSD,Sí,Sí,Sí,No,Sí,No, PC Factory,69990,Android,sí,13,5000,64,15
https://www.solotodo.cl/products/248505-motorola-moto-e14-64-gb-2-gb-graphite-gray,Motorola Moto E14 (64 GB / 2 GB / Graphite Gray),"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",64 GB,2 GB,Estándar 13.0 MP,Estándar 5.0 MP,5000 mAh,Android_Go_14,4G,Spreadtrum Tiger T606 (1600 MHz),"ARM Cortex A75 (Dual core / 1600 MHz) 
		 + ARM Cortex A55 (Hexa core / 1600 MHz)",ARM Mali G57 MP1,179 g.,75 x 164 x 8 mm,No,15.0 W.,microSD,Sí,Sí,Sí,No,Sí,No, Paris,69990,Android,sí,13,5000,64,15
https://www.solotodo.cl/products/230200-samsung-galaxy-a05-a055-128-gb-4-gb-black,Samsung Galaxy A05 (A055 / 128 GB / 4 GB / Black),"PLS 6.7"""" táctil (1600x720) / 60 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 8.0 MP,5000 mAh,Android_13,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,195 g.,78 x 169 x 9 mm,No,25.0 W.,microSD,No,Sí,Sí,No,Sí,Sí,Claro,83760,Android,sí,50,5000,128,25
https://www.solotodo.cl/products/230200-samsung-galaxy-a05-a055-128-gb-4-gb-black,Samsung Galaxy A05 (A055 / 128 GB / 4 GB / Black),"PLS 6.7"""" táctil (1600x720) / 60 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 8.0 MP,5000 mAh,Android_13,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,195 g.,78 x 169 x 9 mm,No,25.0 W.,microSD,No,Sí,Sí,No,Sí,Sí, Paris,89990,Android,sí,50,5000,128,25
https://www.solotodo.cl/products/230200-samsung-galaxy-a05-a055-128-gb-4-gb-black,Samsung Galaxy A05 (A055 / 128 GB / 4 GB / Black),"PLS 6.7"""" táctil (1600x720) / 60 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 8.0 MP,5000 mAh,Android_13,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,195 g.,78 x 169 x 9 mm,No,25.0 W.,microSD,No,Sí,Sí,No,Sí,Sí, Hites,89990,Android,sí,50,5000,128,25
https://www.solotodo.cl/products/230200-samsung-galaxy-a05-a055-128-gb-4-gb-black,Samsung Galaxy A05 (A055 / 128 GB / 4 GB / Black),"PLS 6.7"""" táctil (1600x720) / 60 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 8.0 MP,5000 mAh,Android_13,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,195 g.,78 x 169 x 9 mm,No,25.0 W.,microSD,No,Sí,Sí,No,Sí,Sí, AbcDin,90950,Android,sí,50,5000,128,25
https://www.solotodo.cl/products/230200-samsung-galaxy-a05-a055-128-gb-4-gb-black,Samsung Galaxy A05 (A055 / 128 GB / 4 GB / Black),"PLS 6.7"""" táctil (1600x720) / 60 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 8.0 MP,5000 mAh,Android_13,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,195 g.,78 x 169 x 9 mm,No,25.0 W.,microSD,No,Sí,Sí,No,Sí,Sí, Lider,94990,Android,sí,50,5000,128,25
https://www.solotodo.cl/products/251788-zte-nubia-music-128-gb-4-gb-pop-art,ZTE Nubia Music (128 GB / 4 GB / Pop Art),"LCD 6.6"""" táctil (1612x720) / 90 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + N/A",N/A,5000 mAh,Android_14,4G,Spreadtrum SC9863A (1600 MHz),"ARM Cortex A55 (Quad core / 1600 MHz) 
		 + ARM Cortex A55 (Quad core / 1200 MHz)",Imagination Technologies PowerVR GE8322,N/A,Desconocido,No,10.0 W.,No,Sí,Sí,Sí,No,Sí,Sí,AbcDin,94990,Android,sí,50,5000,128,10
https://www.solotodo.cl/products/194145-oppo-a78-128-gb-4-gb-glowing-black,Oppo A78 (128 GB / 4 GB / Glowing Black),"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 8.0 MP,5000 mAh,Android_12,5G,MediaTek MT6833 Dimensity 700 5G (2200 MHz),"ARM Cortex A76 (Dual core / 2200 MHz) 
		 + ARM Cortex A55 (Hexa core / 2000 MHz)",ARM Mali G57 MP2/MC2,188 g.,75 x 164 x 8 mm,No,33.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí,WOM,96000,Android,sí,50,5000,128,33
https://www.solotodo.cl/products/194145-oppo-a78-128-gb-4-gb-glowing-black,Oppo A78 (128 GB / 4 GB / Glowing Black),"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 8.0 MP,5000 mAh,Android_12,5G,MediaTek MT6833 Dimensity 700 5G (2200 MHz),"ARM Cortex A76 (Dual core / 2200 MHz) 
		 + ARM Cortex A55 (Hexa core / 2000 MHz)",ARM Mali G57 MP2/MC2,188 g.,75 x 164 x 8 mm,No,33.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí, Hites,129990,Android,sí,50,5000,128,33
https://www.solotodo.cl/products/194145-oppo-a78-128-gb-4-gb-glowing-black,Oppo A78 (128 GB / 4 GB / Glowing Black),"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 8.0 MP,5000 mAh,Android_12,5G,MediaTek MT6833 Dimensity 700 5G (2200 MHz),"ARM Cortex A76 (Dual core / 2200 MHz) 
		 + ARM Cortex A55 (Hexa core / 2000 MHz)",ARM Mali G57 MP2/MC2,188 g.,75 x 164 x 8 mm,No,33.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí, AbcDin,139990,Android,sí,50,5000,128,33
https://www.solotodo.cl/products/194145-oppo-a78-128-gb-4-gb-glowing-black,Oppo A78 (128 GB / 4 GB / Glowing Black),"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 8.0 MP,5000 mAh,Android_12,5G,MediaTek MT6833 Dimensity 700 5G (2200 MHz),"ARM Cortex A76 (Dual core / 2200 MHz) 
		 + ARM Cortex A55 (Hexa core / 2000 MHz)",ARM Mali G57 MP2/MC2,188 g.,75 x 164 x 8 mm,No,33.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí, Diamond PC,185990,Android,sí,50,5000,128,33
https://www.solotodo.cl/products/154443-samsung-galaxy-a04s-a047-128-gb-4-gb-black,Samsung Galaxy A04s (A047 / 128 GB / 4 GB / Black),"PLS 6.5"""" táctil (1600x720) / 90 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP
		 + Macro 2.0 MP",Estándar 5.0 MP,5000 mAh,Android_12,4G,Samsung Exynos 850 (2000 MHz),"ARM Cortex A55 (Quad core / 2000 MHz) 
		 + ARM Cortex A55 (Quad core / 2000 MHz)",ARM Mali G52,195 g.,77 x 165 x 9 mm,No,15.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí,Bodega Oportunidades,99900,Android,no,50,5000,128,15
https://www.solotodo.cl/products/235227-motorola-moto-g24-power-256-gb-4-gb-glacier-blue-pb1b0013cl,Motorola Moto G24 Power (256 GB / 4 GB / Glacier Blue) [PB1B0013CL],"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",256 GB,4 GB,"Estándar 50.0 MP
		 + Macro 2.0 MP",Estándar 8.0 MP,6000 mAh,Android_14,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,197 g.,75 x 164 x 9 mm,No,30.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí,Tienda Movistar,99990,Android,no,50,6000,256,30
https://www.solotodo.cl/products/235227-motorola-moto-g24-power-256-gb-4-gb-glacier-blue-pb1b0013cl,Motorola Moto G24 Power (256 GB / 4 GB / Glacier Blue) [PB1B0013CL],"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",256 GB,4 GB,"Estándar 50.0 MP
		 + Macro 2.0 MP",Estándar 8.0 MP,6000 mAh,Android_14,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,197 g.,75 x 164 x 9 mm,No,30.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí, KDTEC,119164,Android,no,50,6000,256,30
https://www.solotodo.cl/products/235227-motorola-moto-g24-power-256-gb-4-gb-glacier-blue-pb1b0013cl,Motorola Moto G24 Power (256 GB / 4 GB / Glacier Blue) [PB1B0013CL],"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",256 GB,4 GB,"Estándar 50.0 MP
		 + Macro 2.0 MP",Estándar 8.0 MP,6000 mAh,Android_14,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,197 g.,75 x 164 x 9 mm,No,30.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí, Lider,119990,Android,no,50,6000,256,30
https://www.solotodo.cl/products/235227-motorola-moto-g24-power-256-gb-4-gb-glacier-blue-pb1b0013cl,Motorola Moto G24 Power (256 GB / 4 GB / Glacier Blue) [PB1B0013CL],"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",256 GB,4 GB,"Estándar 50.0 MP
		 + Macro 2.0 MP",Estándar 8.0 MP,6000 mAh,Android_14,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,197 g.,75 x 164 x 9 mm,No,30.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí, Lider,119990,Android,no,50,6000,256,30
https://www.solotodo.cl/products/232192-samsung-galaxy-a05s-a057-128-gb-4-gb-black,Samsung Galaxy A05s (A057 / 128 GB / 4 GB / Black),"PLS 6.7"""" táctil (2400x1080) / 90 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Macro 2.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 13.0 MP,5000 mAh,Android_13,4G,Qualcomm Snapdragon 680 4G [SM6225] (2400 MHz),"Qualcomm Kryo 265 Gold (Quad core / 2400 MHz) 
		 + Qualcomm Kryo 265 Silver (Quad core / 1900 MHz)",Qualcomm Adreno 610,194 g.,78 x 168 x 9 mm,No,25.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí,Paris,99990,Android,sí,50,5000,128,25
https://www.solotodo.cl/products/232192-samsung-galaxy-a05s-a057-128-gb-4-gb-black,Samsung Galaxy A05s (A057 / 128 GB / 4 GB / Black),"PLS 6.7"""" táctil (2400x1080) / 90 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Macro 2.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 13.0 MP,5000 mAh,Android_13,4G,Qualcomm Snapdragon 680 4G [SM6225] (2400 MHz),"Qualcomm Kryo 265 Gold (Quad core / 2400 MHz) 
		 + Qualcomm Kryo 265 Silver (Quad core / 1900 MHz)",Qualcomm Adreno 610,194 g.,78 x 168 x 9 mm,No,25.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí, Hites,99990,Android,sí,50,5000,128,25
https://www.solotodo.cl/products/232192-samsung-galaxy-a05s-a057-128-gb-4-gb-black,Samsung Galaxy A05s (A057 / 128 GB / 4 GB / Black),"PLS 6.7"""" táctil (2400x1080) / 90 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Macro 2.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 13.0 MP,5000 mAh,Android_13,4G,Qualcomm Snapdragon 680 4G [SM6225] (2400 MHz),"Qualcomm Kryo 265 Gold (Quad core / 2400 MHz) 
		 + Qualcomm Kryo 265 Silver (Quad core / 1900 MHz)",Qualcomm Adreno 610,194 g.,78 x 168 x 9 mm,No,25.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí, Lider,104990,Android,sí,50,5000,128,25
https://www.solotodo.cl/products/232192-samsung-galaxy-a05s-a057-128-gb-4-gb-black,Samsung Galaxy A05s (A057 / 128 GB / 4 GB / Black),"PLS 6.7"""" táctil (2400x1080) / 90 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Macro 2.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 13.0 MP,5000 mAh,Android_13,4G,Qualcomm Snapdragon 680 4G [SM6225] (2400 MHz),"Qualcomm Kryo 265 Gold (Quad core / 2400 MHz) 
		 + Qualcomm Kryo 265 Silver (Quad core / 1900 MHz)",Qualcomm Adreno 610,194 g.,78 x 168 x 9 mm,No,25.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí, AbcDin,104990,Android,sí,50,5000,128,25
https://www.solotodo.cl/products/232192-samsung-galaxy-a05s-a057-128-gb-4-gb-black,Samsung Galaxy A05s (A057 / 128 GB / 4 GB / Black),"PLS 6.7"""" táctil (2400x1080) / 90 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Macro 2.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 13.0 MP,5000 mAh,Android_13,4G,Qualcomm Snapdragon 680 4G [SM6225] (2400 MHz),"Qualcomm Kryo 265 Gold (Quad core / 2400 MHz) 
		 + Qualcomm Kryo 265 Silver (Quad core / 1900 MHz)",Qualcomm Adreno 610,194 g.,78 x 168 x 9 mm,No,25.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí, Travel Tienda,119990,Android,sí,50,5000,128,25
https://www.solotodo.cl/products/223948-xiaomi-redmi-13c-256-gb-8-gb-black,Xiaomi Redmi 13C (256 GB / 8 GB / Black),"LCD IPS 6.7"""" táctil (1650x720) / 90 Hz",256 GB,8 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP
		 + Macro 2.0 MP",Estándar 5.0 MP,5000 mAh,Android_12,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,N/A,Desconocido,No,10.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí,Mercado Libre | PHONE STORE,99990,Android,no,50,5000,256,10
https://www.solotodo.cl/products/223948-xiaomi-redmi-13c-256-gb-8-gb-black,Xiaomi Redmi 13C (256 GB / 8 GB / Black),"LCD IPS 6.7"""" táctil (1650x720) / 90 Hz",256 GB,8 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP
		 + Macro 2.0 MP",Estándar 5.0 MP,5000 mAh,Android_12,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,N/A,Desconocido,No,10.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí, AbcDin,129990,Android,no,50,5000,256,10
https://www.solotodo.cl/products/223948-xiaomi-redmi-13c-256-gb-8-gb-black,Xiaomi Redmi 13C (256 GB / 8 GB / Black),"LCD IPS 6.7"""" táctil (1650x720) / 90 Hz",256 GB,8 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP
		 + Macro 2.0 MP",Estándar 5.0 MP,5000 mAh,Android_12,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,N/A,Desconocido,No,10.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí, Tienda Movistar,134990,Android,no,50,5000,256,10
https://www.solotodo.cl/products/223948-xiaomi-redmi-13c-256-gb-8-gb-black,Xiaomi Redmi 13C (256 GB / 8 GB / Black),"LCD IPS 6.7"""" táctil (1650x720) / 90 Hz",256 GB,8 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP
		 + Macro 2.0 MP",Estándar 5.0 MP,5000 mAh,Android_12,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,N/A,Desconocido,No,10.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí, Lider,139990,Android,no,50,5000,256,10
https://www.solotodo.cl/products/223948-xiaomi-redmi-13c-256-gb-8-gb-black,Xiaomi Redmi 13C (256 GB / 8 GB / Black),"LCD IPS 6.7"""" táctil (1650x720) / 90 Hz",256 GB,8 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP
		 + Macro 2.0 MP",Estándar 5.0 MP,5000 mAh,Android_12,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,N/A,Desconocido,No,10.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí, Lider,139990,Android,no,50,5000,256,10
https://www.solotodo.cl/products/254666-samsung-galaxy-a06-a065-128-gb-4-gb-negro,Samsung Galaxy A06 (A065 / 128 GB / 4 GB / Negro),"PLS 6.7"""" táctil (1600x720) / 60 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 8.0 MP,5000 mAh,Android_14,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,189 g.,77 x 167 x 8 mm,No,25.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí,Bodega Oportunidades,109900,Android,no,50,5000,128,25
https://www.solotodo.cl/products/254666-samsung-galaxy-a06-a065-128-gb-4-gb-negro,Samsung Galaxy A06 (A065 / 128 GB / 4 GB / Negro),"PLS 6.7"""" táctil (1600x720) / 60 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 8.0 MP,5000 mAh,Android_14,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,189 g.,77 x 167 x 8 mm,No,25.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí, Bodega Oportunidades,109900,Android,no,50,5000,128,25
